date,value
2023-09-25,4399126.700648637
2023-09-26,4419897.142232631
2023-09-27,4493396.4511049995
2023-09-28,4636646.331054194
2023-10-09,4883398.438959527
2023-10-10,4574748.553302801
2023-10-11,4585918.665590672
2023-10-12,4695191.648892346
2023-10-13,5010694.276504051
2023-10-16,5017568.205506557
2023-10-17,4803411.774194926
2023-10-18,4993944.253344926
2023-10-19,4352811.33054323
2023-10-20,4040130.5308588017
2023-10-23,4127123.2190171387
2023-10-24,4240372.838130715
2023-10-25,4324078.187867529
2023-10-26,4212188.508216813
2023-10-27,3680506.096604748
2023-10-30,3643342.1532227485
2023-10-31,3178437.821548294
2023-11-01,2815184.6903218064
2023-11-02,2821613.9142019264
2023-11-03,2884653.5871019266
2023-11-06,3021723.8043519272
2023-11-07,3175505.0167319267
2023-11-08,2882880.30631773
2023-11-09,2829385.23457773
2023-11-10,2711354.57883773
2023-11-13,2532112.2684549047
2023-11-14,2506526.588104921
2023-11-15,2533889.740892847
2023-11-16,2504657.900652847
2023-11-17,2518070.2774384567
2023-11-20,2255293.5522038834
2023-11-21,2219018.8607839057
2023-11-22,2255204.166172065
2023-11-23,1996128.233704065
2023-11-24,1840130.958908219
2023-11-27,1699878.770115142
2023-11-28,1660942.023588533
2023-11-29,1646952.3659827206
2023-11-30,1604991.1423162248
2023-12-01,1671051.731406762
2023-12-04,1740759.3962584115
2023-12-05,1760207.214303046
2023-12-06,1569878.4486627826
2023-12-07,1568300.777362662
2023-12-08,1388276.8033137387
2023-12-11,1394675.815621068
2023-12-12,1443188.9658017997
2023-12-13,1399213.7295136522
2023-12-14,1376922.1924663568
2023-12-15,1375049.0287959152
2023-12-18,1351966.2583703832
2023-12-19,1340601.4629649012
2023-12-20,1319076.7003607797
2023-12-21,1092572.9367961646
2023-12-22,1082037.7564945903
2023-12-25,900486.7479894955
2023-12-26,875620.0402774849
2023-12-27,880617.529631885
2023-12-28,871853.777356615
2023-12-29,871953.5313517554
2024-01-02,858217.0932661779
2024-01-03,827257.3731319313
2024-01-04,824288.1875697665
2024-01-05,750307.7804011186
2024-01-08,738076.3282375389
2024-01-09,727238.7912316566
2024-01-10,657950.4837353035
2024-01-11,665955.9898948462
2024-01-12,669094.9772798462
2024-01-15,677105.1117677687
2024-01-16,682913.1658277687
2024-01-17,689031.9730811114
2024-01-18,685641.2810272658
2024-01-19,689353.0459963122
2024-01-22,625479.6312693768
2024-01-23,623344.6363155192
2024-01-24,644018.867968872
2024-01-25,609847.647208778
2024-01-26,599994.8424333801
2024-01-29,575636.6091949833
2024-01-30,513529.60602500854
2024-01-31,475160.155275826
2024-02-01,469287.4350127305
2024-02-02,448430.49747939716
2024-02-05,434931.0604588385
2024-02-06,398842.6089620081
2024-02-07,388081.07457907643
2024-02-08,378747.35746662633
2024-02-19,396162.9169065098
2024-02-20,408276.4583749833
2024-02-21,409517.4337343089
2024-02-22,426049.46621834405
2024-02-23,458666.4860782969
2024-02-26,471158.5901359885
2024-02-27,472144.49267101847
2024-02-28,445553.2041573078
2024-02-29,446296.0464028497
2024-03-01,437615.91294290056
2024-03-04,432197.5858447118
2024-03-05,440642.125500758
2024-03-06,462600.0326274477
2024-03-07,447928.64287476154
2024-03-08,433108.0246143771
2024-03-11,448246.0511011174
2024-03-12,450254.3637335084
2024-03-13,444990.89122852345
2024-03-14,432676.7058461066
2024-03-15,430668.5422405158
2024-03-18,451986.86577212566
2024-03-19,420173.67270583723
2024-03-20,446682.54371575336
2024-03-21,465459.2901317454
2024-03-22,438675.07885703153
2024-03-25,420110.1397879264
2024-03-26,404449.5594328976
2024-03-27,393462.93507443933
2024-03-28,415741.2888193569
2024-03-29,407177.83172464895
2024-04-01,395713.14164668985
2024-04-02,379542.4293076201
2024-04-03,370563.9542296972
2024-04-08,374388.7796863758
2024-04-09,339812.19655435235
2024-04-10,346914.1424110016
2024-04-11,329223.85809443163
2024-04-12,314654.2365853359
2024-04-15,299719.2431383083
2024-04-16,284790.06307745335
2024-04-17,292015.17176883866
2024-04-18,306051.00939487
2024-04-19,317265.8989698728
2024-04-22,307960.9566283871
2024-04-23,304778.6077602488
2024-04-24,305660.04002982774
2024-04-25,305714.05402803374
2024-04-26,303423.59083252336
2024-04-29,306987.28293452336
2024-04-30,268412.5868691825
2024-05-06,255691.685909089
2024-05-07,243731.57384016045
2024-05-08,244307.63009910219
2024-05-09,245585.09324747743
2024-05-10,244859.5425156675
2024-05-13,226145.23687961575
2024-05-14,217345.58023217128
2024-05-15,212351.4663669872
2024-05-16,231443.84887143504
2024-05-17,232812.91611797264
2024-05-20,236013.38255028363
2024-05-21,235909.65678254966
2024-05-22,231927.1467678155
2024-05-23,227722.33233854134
2024-05-24,221501.10679219832
2024-05-27,216217.8043211387
2024-05-28,208654.9049234962
2024-05-29,207305.27405299607
2024-05-30,209019.3644099102
2024-05-31,208950.12587618208
2024-06-03,209999.8313629748
2024-06-04,207621.80112943915
2024-06-05,205494.50582791996
2024-06-06,191387.27643058661
2024-06-07,193743.95148391995
2024-06-11,184241.72400046868
2024-06-12,186977.88580412348
2024-06-13,184272.10260412347
2024-06-14,181701.50643294904
2024-06-17,187914.01113077748
2024-06-18,186682.44112277747
2024-06-19,180153.2492027775
2024-06-20,172197.76912515349
2024-06-21,170522.7449320335
2024-06-24,161215.7015920335
2024-06-25,154610.278523994
2024-06-26,157485.89618872403
2024-06-27,150333.669023724
2024-06-28,145206.64844372403
2024-07-01,146665.867763898
2024-07-02,141408.9663361346
2024-07-03,129519.29209372858
2024-07-04,122194.69657062458
2024-07-05,121308.14508895259
2024-07-08,118451.1153889526
2024-07-09,116412.82025460959
2024-07-10,104349.18226786758
2024-07-11,105643.88568511074
2024-07-12,104073.92492900325
2024-07-15,101069.53749648869
2024-07-16,103692.2757091371
2024-07-17,101391.91076298055
2024-07-18,103185.28877977064
2024-07-19,107693.87699526256
2024-07-22,111672.05933630143
2024-07-23,113150.45445781767
2024-07-24,111678.79931371077
2024-07-25,113891.3025855406
2024-07-26,99865.8988725015
2024-07-29,101299.59719152987
2024-07-30,102274.88904427913
2024-07-31,103748.31955775124
2024-08-01,105456.44301309701
2024-08-02,102723.00107977446
2024-08-05,101871.05223769973
2024-08-06,99327.35426159874
2024-08-07,97594.54276159874
2024-08-08,87261.97126159874
2024-08-09,87098.44924159875
2024-08-12,87316.78088719875
2024-08-13,87316.78088719875
2024-08-14,87316.78088719875
2024-08-15,87316.78088719875
2024-08-16,87316.78088719875
2024-08-19,87316.78088719875
2024-08-20,87316.78088719875
2024-08-21,87316.78088719875
2024-08-22,87316.78088719875
2024-08-23,87316.78088719875
2024-08-26,87316.78088719875
2024-08-27,87316.78088719875
2024-08-28,87316.78088719875
2024-08-29,87316.78088719875
2024-08-30,87316.78088719875
2024-09-02,87316.78088719875
2024-09-03,87316.78088719875
2024-09-04,87316.78088719875
2024-09-05,87316.78088719875
2024-09-06,87316.78088719875
2024-09-09,87316.78088719875
2024-09-10,87316.78088719875
2024-09-11,87316.78088719875
2024-09-12,87316.78088719875
2024-09-13,87316.78088719875
2024-09-18,87316.78088719875
2024-09-19,87316.78088719875
2024-09-20,87316.78088719875
2024-09-23,87316.78088719875
2024-09-24,87316.78088719875
2024-09-25,87316.78088719875
2024-09-26,87316.78088719875
2024-09-27,87316.78088719875
2024-09-30,87316.78088719875
2024-10-08,87316.78088719875
2024-10-09,87316.78088719875
2024-10-10,87316.78088719875
2024-10-11,87316.78088719875
2024-10-14,87316.78088719875
2024-10-15,87316.78088719875
2024-10-16,87316.78088719875
2024-10-17,87316.78088719875
2024-10-18,87316.78088719875
2024-10-21,87316.78088719875
2024-10-22,87316.78088719875
2024-10-23,87316.78088719875
2024-10-24,87316.78088719875
2024-10-25,87316.78088719875
2024-10-28,87316.78088719875
2024-10-29,87316.78088719875
2024-10-30,87316.78088719875
2024-10-31,87316.78088719875
2024-11-01,87316.78088719875
2024-11-04,87316.78088719875
2024-11-05,87316.78088719875
2024-11-06,87316.78088719875
2024-11-07,87316.78088719875
2024-11-08,87316.78088719875
2024-11-11,87316.78088719875
2024-11-12,87316.78088719875
2024-11-13,87316.78088719875
2024-11-14,87316.78088719875
2024-11-15,87316.78088719875
2024-11-18,87316.78088719875
2024-11-19,87316.78088719875
2024-11-20,87316.78088719875
2024-11-21,87316.78088719875
2024-11-22,87316.78088719875
2024-11-25,87316.78088719875
2024-11-26,87316.78088719875
2024-11-27,87316.78088719875
2024-11-28,87316.78088719875
2024-11-29,87316.78088719875
2024-12-02,87316.78088719875
2024-12-03,87316.78088719875
2024-12-04,87316.78088719875
2024-12-05,87316.78088719875
2024-12-06,87316.78088719875
2024-12-09,87316.78088719875
2024-12-10,87316.78088719875
2024-12-11,87316.78088719875
2024-12-12,87316.78088719875
2024-12-13,87316.78088719875
2024-12-16,87316.78088719875
2024-12-17,87316.78088719875
2024-12-18,87316.78088719875
2024-12-19,87316.78088719875
2024-12-20,87316.78088719875
2024-12-23,87316.78088719875
2024-12-24,87316.78088719875
2024-12-25,87316.78088719875
2024-12-26,87316.78088719875
2024-12-27,87316.78088719875
2024-12-30,87316.78088719875
2024-12-31,87316.78088719875
2025-01-02,87316.78088719875
2025-01-03,87316.78088719875
2025-01-06,87316.78088719875
2025-01-07,87316.78088719875
2025-01-08,87316.78088719875
2025-01-09,87316.78088719875
2025-01-10,87316.78088719875
2025-01-13,87316.78088719875
2025-01-14,87316.78088719875
2025-01-15,87316.78088719875
2025-01-16,87316.78088719875
2025-01-17,87316.78088719875
2025-01-20,87316.78088719875
2025-01-21,87316.78088719875
2025-01-22,87316.78088719875
2025-01-23,87316.78088719875
2025-01-24,87316.78088719875
2025-01-27,87316.78088719875
2025-02-05,87316.78088719875
2025-02-06,87316.78088719875
2025-02-07,87316.78088719875
2025-02-10,87316.78088719875
2025-02-11,87316.78088719875
2025-02-12,87316.78088719875
2025-02-13,87316.78088719875
2025-02-14,87316.78088719875
2025-02-17,87316.78088719875
2025-02-18,87316.78088719875
2025-02-19,87316.78088719875
2025-02-20,87316.78088719875
2025-02-21,87316.78088719875
2025-02-24,87316.78088719875
2025-02-25,87316.78088719875
2025-02-26,87316.78088719875
2025-02-27,87316.78088719875
2025-02-28,87316.78088719875
2025-03-03,87316.78088719875
2025-03-04,87316.78088719875
2025-03-05,87316.78088719875
2025-03-06,87316.78088719875
2025-03-07,87316.78088719875
2025-03-10,87316.78088719875
2025-03-11,87316.78088719875
2025-03-12,87316.78088719875
2025-03-13,87316.78088719875
2025-03-14,87316.78088719875
2025-03-17,87316.78088719875
2025-03-18,87316.78088719875
2025-03-19,87316.78088719875
2025-03-20,87316.78088719875
2025-03-21,87316.78088719875
2025-03-24,87316.78088719875
2025-03-25,87316.78088719875
2025-03-26,87316.78088719875
2025-03-27,87316.78088719875
2025-03-28,87316.78088719875
2025-03-31,87316.78088719875
2025-04-01,87316.78088719875
2025-04-02,87316.78088719875
2025-04-03,87316.78088719875
2025-04-07,87316.78088719875
2025-04-08,87316.78088719875
2025-04-09,87316.78088719875
2025-04-10,87316.78088719875
2025-04-11,87316.78088719875
2025-04-14,87316.78088719875
2025-04-15,87316.78088719875
2025-04-16,87316.78088719875
2025-04-17,87316.78088719875
2025-04-18,87316.78088719875
2025-04-21,87316.78088719875
2025-04-22,87316.78088719875
2025-04-23,87316.78088719875
2025-04-24,87316.78088719875
2025-04-25,87316.78088719875
2025-04-28,87316.78088719875
2025-04-29,87316.78088719875
2025-04-30,87316.78088719875
2025-05-06,87316.78088719875
2025-05-07,87316.78088719875
2025-05-08,87316.78088719875
2025-05-09,87316.78088719875
2025-05-12,87316.78088719875
2025-05-13,87316.78088719875
2025-05-14,87316.78088719875
2025-05-15,87316.78088719875
2025-05-16,87316.78088719875
2025-05-19,87316.78088719875
2025-05-20,87316.78088719875
2025-05-21,87316.78088719875
2025-05-22,87316.78088719875
2025-05-23,87316.78088719875
2025-05-26,87316.78088719875
2025-05-27,87316.78088719875
2025-05-28,87316.78088719875
2025-05-29,87316.78088719875
2025-05-30,87316.78088719875
2025-06-03,87316.78088719875
2025-06-04,87316.78088719875
2025-06-05,87316.78088719875
2025-06-06,87316.78088719875
2025-06-09,87316.78088719875
2025-06-10,87316.78088719875
2025-06-11,87316.78088719875
2025-06-12,87316.78088719875
2025-06-13,87316.78088719875
2025-06-16,87316.78088719875
2025-06-17,87316.78088719875
2025-06-18,87316.78088719875
2025-06-19,87316.78088719875
2025-06-20,87316.78088719875
2025-06-23,87316.78088719875
2025-06-24,87316.78088719875
2025-06-25,87316.78088719875
2025-06-26,87316.78088719875
2025-06-27,87316.78088719875
2025-06-30,87316.78088719875
2025-07-01,87316.78088719875
2025-07-02,87316.78088719875
2025-07-03,87316.78088719875
2025-07-04,87316.78088719875
2025-07-07,87316.78088719875
2025-07-08,87316.78088719875
2025-07-09,87316.78088719875
2025-07-10,87316.78088719875
2025-07-11,87316.78088719875
2025-07-14,87316.78088719875
2025-07-15,87316.78088719875
2025-07-16,87316.78088719875
2025-07-17,87316.78088719875
2025-07-18,87316.78088719875
2025-07-21,87316.78088719875
2025-07-22,87316.78088719875
2025-07-23,87316.78088719875
2025-07-24,87316.78088719875
2025-07-25,87316.78088719875
2025-07-28,87316.78088719875
2025-07-29,87316.78088719875
2025-07-30,87316.78088719875
2025-07-31,87316.78088719875
2025-08-01,87316.78088719875
2025-08-04,87316.78088719875
2025-08-05,87316.78088719875
2025-08-06,87316.78088719875
2025-08-07,87316.78088719875
2025-08-08,87316.78088719875
2025-08-11,87316.78088719875
2025-08-12,87316.78088719875
2025-08-13,87316.78088719875
2025-08-14,87316.78088719875
2025-08-15,87316.78088719875
2025-08-18,87316.78088719875
2025-08-19,87316.78088719875
2025-08-20,87316.78088719875
2025-08-21,87316.78088719875
2025-08-22,87316.78088719875
2025-08-25,87316.78088719875
2025-08-26,87316.78088719875
2025-08-27,87316.78088719875
2025-08-28,87316.78088719875
2025-08-29,87316.78088719875
2025-09-01,87316.78088719875
2025-09-02,87316.78088719875
2025-09-03,87316.78088719875
2025-09-04,87316.78088719875
2025-09-05,87316.78088719875
2025-09-08,87316.78088719875
2025-09-09,87316.78088719875
2025-09-10,87316.78088719875
2025-09-11,87316.78088719875
2025-09-12,87316.78088719875
2025-09-15,87316.78088719875
2025-09-16,87316.78088719875
2025-09-17,87316.78088719875
2025-09-18,87316.78088719875
2025-09-19,87316.78088719875
2025-09-22,87316.78088719875
2025-09-23,87316.78088719875
2025-09-24,87316.78088719875
2025-09-25,87316.78088719875
2025-09-26,87316.78088719875
2025-09-29,87316.78088719875
2025-09-30,87316.78088719875
2025-10-09,87316.78088719875
2025-10-10,87316.78088719875
2025-10-13,87316.78088719875
2025-10-14,87316.78088719875
2025-10-15,87316.78088719875
2025-10-16,87316.78088719875
2025-10-17,87316.78088719875
2025-10-20,87316.78088719875
2025-10-21,87316.78088719875
2025-10-22,87316.78088719875
2025-10-23,87316.78088719875
2025-10-24,87316.78088719875
2025-10-27,87316.78088719875
2025-10-28,87316.78088719875
2025-10-29,87316.78088719875
2025-10-30,87316.78088719875
2025-10-31,87316.78088719875
2025-11-03,87316.78088719875
2025-11-04,87316.78088719875
2025-11-05,87316.78088719875
2025-11-06,87316.78088719875
2025-11-07,87316.78088719875
2025-11-10,87316.78088719875
2025-11-11,87316.78088719875
2025-11-12,87316.78088719875
2025-11-13,87316.78088719875
2025-11-14,87316.78088719875
2025-11-17,87316.78088719875
2025-11-18,87316.78088719875
2025-11-19,87316.78088719875
2025-11-20,87316.78088719875
2025-11-21,87316.78088719875
2025-11-24,87316.78088719875
2025-11-25,87316.78088719875
2025-11-26,87316.78088719875
2025-11-27,87316.78088719875
2025-11-28,87316.78088719875
2025-12-01,87316.78088719875
2025-12-02,87316.78088719875
2025-12-03,87316.78088719875
2025-12-04,87316.78088719875
2025-12-05,87316.78088719875
2025-12-08,87316.78088719875
2025-12-09,87316.78088719875
2025-12-10,87316.78088719875
2025-12-11,87316.78088719875
2025-12-12,87316.78088719875
2025-12-15,87316.78088719875
2025-12-16,87316.78088719875
2025-12-17,87316.78088719875
2025-12-18,87316.78088719875
2025-12-19,87316.78088719875
2025-12-22,87316.78088719875
2025-12-23,87316.78088719875
2025-12-24,87316.78088719875
2025-12-25,87316.78088719875
2025-12-26,87316.78088719875
2025-12-29,87316.78088719875
2025-12-30,87316.78088719875
2025-12-31,87316.78088719875
2026-01-05,87316.78088719875
2026-01-06,87316.78088719875
2026-01-07,87316.78088719875
2026-01-08,87316.78088719875
2026-01-09,87316.78088719875
2026-01-12,87316.78088719875
2026-01-13,87316.78088719875
2026-01-14,87316.78088719875
2026-01-15,87316.78088719875
2026-01-16,87316.78088719875
2026-01-19,87316.78088719875
2026-01-20,87316.78088719875
2026-01-21,87316.78088719875
2026-01-22,87316.78088719875
2026-01-23,87316.78088719875
2026-01-26,87316.78088719875
2026-01-27,87316.78088719875
2026-01-28,87316.78088719875
2026-01-29,87316.78088719875
2026-01-30,87316.78088719875
2026-02-02,87316.78088719875
2026-02-03,87316.78088719875
2026-02-04,87316.78088719875
2026-02-05,87316.78088719875
2026-02-06,87316.78088719875
2026-02-09,87316.78088719875
2026-02-10,87316.78088719875
2026-02-11,87316.78088719875
2026-02-12,87316.78088719875
2026-02-13,87316.78088719875
2026-02-24,87316.78088719875
2026-02-25,87316.78088719875
2026-02-26,87316.78088719875
2026-02-27,87316.78088719875
2026-03-02,87316.78088719875
2026-03-03,87316.78088719875
2026-03-04,87316.78088719875
2026-03-05,87316.78088719875
2026-03-06,87316.78088719875
2026-03-09,87316.78088719875
2026-03-10,87316.78088719875
2026-03-11,87316.78088719875
2026-03-12,87316.78088719875
2026-03-13,87316.78088719875
2026-03-16,87316.78088719875
2026-03-17,87316.78088719875
2026-03-18,87316.78088719875
2026-03-19,87316.78088719875
2026-03-20,87316.78088719875
2026-03-23,87316.78088719875
2026-03-24,87316.78088719875
2026-03-25,87316.78088719875
2026-03-26,87316.78088719875
2026-03-27,87316.78088719875
2026-03-30,87316.78088719875
2026-03-31,87316.78088719875
2026-04-01,87316.78088719875
2026-04-02,87316.78088719875
2026-04-03,87316.78088719875
2026-04-07,87316.78088719875
2026-04-08,87316.78088719875
2026-04-09,87316.78088719875
2026-04-10,87316.78088719875
2026-04-13,87316.78088719875
2026-04-14,87316.78088719875
2026-04-15,87316.78088719875
2026-04-16,87316.78088719875
2026-04-17,87316.78088719875
2026-04-20,87316.78088719875
2026-04-21,87316.78088719875
2026-04-22,87316.78088719875
2026-04-23,87316.78088719875
2026-04-24,87316.78088719875
2026-04-27,87316.78088719875
2026-04-28,87316.78088719875
2026-04-29,87316.78088719875
2026-04-30,87316.78088719875
2026-05-06,87316.78088719875
2026-05-07,87316.78088719875
2026-05-08,87316.78088719875
2026-05-11,87316.78088719875
2026-05-12,87316.78088719875
2026-05-13,87316.78088719875
2026-05-14,87316.78088719875
2026-05-15,87316.78088719875
2026-05-18,87316.78088719875
2026-05-19,87316.78088719875
2026-05-20,87316.78088719875
2026-05-21,87316.78088719875
2026-05-22,87316.78088719875
2026-05-25,87316.78088719875
2026-05-26,87316.78088719875
2026-05-27,87316.78088719875
2026-05-28,87316.78088719875
2026-05-29,87316.78088719875
2026-06-01,87316.78088719875
2026-06-02,87316.78088719875
2026-06-03,87316.78088719875
2026-06-04,87316.78088719875
2026-06-05,87316.78088719875
2026-06-08,87316.78088719875
2026-06-09,87316.78088719875
2026-06-10,87316.78088719875
2026-06-11,87316.78088719875
2026-06-12,87316.78088719875
2026-06-15,87316.78088719875
2026-06-16,87316.78088719875
2026-06-17,87316.78088719875
2026-06-18,87316.78088719875
2026-06-22,87316.78088719875
2026-06-23,87316.78088719875
2026-06-24,87316.78088719875
2026-06-25,87316.78088719875
2026-06-26,87316.78088719875
2026-06-29,87316.78088719875
2026-06-30,87316.78088719875
2026-07-01,87316.78088719875
2026-07-02,87316.78088719875
2026-07-03,87316.78088719875
2026-07-06,87316.78088719875
2026-07-07,87316.78088719875
2026-07-08,87316.78088719875
2026-07-09,87316.78088719875
2026-07-10,87316.78088719875
2026-07-13,87316.78088719875
2026-07-14,87316.78088719875
2026-07-15,87316.78088719875
2026-07-16,87316.78088719875
2026-07-17,87316.78088719875
2026-07-20,87316.78088719875
2026-07-21,87316.78088719875
2026-07-22,87316.78088719875
2026-07-23,87316.78088719875
2026-07-24,87316.78088719875
2026-07-27,87316.78088719875
2026-07-28,87316.78088719875
2026-07-29,87316.78088719875
2026-07-30,87316.78088719875
2026-07-31,87316.78088719875
2026-08-03,87316.78088719875
2026-08-04,87316.78088719875
2026-08-05,87316.78088719875
2026-08-06,87316.78088719875
2026-08-07,87316.78088719875
2026-08-10,87316.78088719875
2026-08-11,87316.78088719875
2026-08-12,87316.78088719875
2026-08-13,87316.78088719875
2026-08-14,87316.78088719875
2026-08-17,87316.78088719875
2026-08-18,87316.78088719875
2026-08-19,87316.78088719875
2026-08-20,87316.78088719875
2026-08-21,87316.78088719875
2026-08-24,87316.78088719875
2026-08-25,87316.78088719875
2026-08-26,87316.78088719875
2026-08-27,87316.78088719875
2026-08-28,87316.78088719875
2026-08-31,87316.78088719875
2026-09-01,87316.78088719875
