rank,instrument,composite_score,momentum_5d,reversal_5d,momentum_10d,momentum_20d,volatility_20d,score_momentum_5d,score_reversal_5d,score_momentum_10d,score_momentum_20d,score_volatility_20d
94,SZ000909,0.800970148869231,1.3667644499607405,-1.3667644499607405,1.773073691910352,2.1104575095191502,0.12131954291665312,0.27335288999214813,-0.27335288999214813,0.3546147383820704,0.42209150190383005,0.024263908583330624
95,SZ300179,0.7925813682143916,0.6856230862582942,-0.6856230862582942,2.100502725600525,1.4869184300885354,0.3754856853828974,0.13712461725165884,-0.13712461725165884,0.42010054512010503,0.2973836860177071,0.07509713707657949
96,SZ300473,0.790098078891536,1.4830785958582728,-1.4830785958582728,1.172459028562941,2.616574446007915,0.16145691988682417,0.2966157191716546,-0.2966157191716546,0.2344918057125882,0.523314889201583,0.032291383977364835
97,SH688216,0.7897530872400825,2.116635119952717,-2.116635119952717,2.008313601476301,1.5927035235536509,0.34774831117046023,0.42332702399054345,-0.42332702399054345,0.40166272029526023,0.3185407047107302,0.06954966223409205
98,SH600354,0.7851305492333142,-1.0794959431330913,1.0794959431330913,0.941160165768833,1.9492959523429412,1.0351966280547964,-0.21589918862661828,0.21589918862661828,0.1882320331537666,0.38985919046858825,0.20703932561095928
99,SZ001326,0.7778663696200867,1.124088537727272,-1.124088537727272,1.1043540918878338,2.322477117860621,0.4625006383519786,0.2248177075454544,-0.2248177075454544,0.22087081837756678,0.4644954235721242,0.09250012767039573
100,SH603938,0.7735637034299028,1.2960790679341394,-1.2960790679341394,1.9831291170227203,1.3902572079381383,0.4944321921886549,0.2592158135868279,-0.2592158135868279,0.3966258234045441,0.2780514415876277,0.09888643843773098
101,SZ300112,0.7604438616017606,1.3725766216528383,-1.3725766216528383,1.1921546071779845,1.236047545124221,1.374017155706597,0.2745153243305677,-0.2745153243305677,0.2384309214355969,0.2472095090248442,0.2748034311413194
102,SZ300300,0.7595645284941696,0.7265856774185566,-0.7265856774185566,1.6461795517951265,1.6386334767218511,0.5130096139538699,0.14531713548371133,-0.14531713548371133,0.32923591035902533,0.32772669534437027,0.10260192279077399
103,SZ300497,0.7580555059395718,1.172372059628071,-1.172372059628071,2.2733570637491054,1.6493833705074479,-0.13246290455869408,0.2344744119256142,-0.2344744119256142,0.4546714127498211,0.3298766741014896,-0.026492580911738818
104,SZ002172,0.7555871057783793,0.6918037917160639,-0.6918037917160639,1.222424226892421,1.6601306316352935,0.8953806703641815,0.1383607583432128,-0.1383607583432128,0.24448484537848422,0.33202612632705875,0.1790761340728363
105,SH688260,0.753460613362102,2.6059727023072923,-2.6059727023072923,2.1853028116531283,0.9117091790809001,0.6702910760764814,0.5211945404614585,-0.5211945404614585,0.4370605623306257,0.18234183581618002,0.1340582152152963
106,SH600792,0.7516605176192346,0.26228520723142246,-0.26228520723142246,1.2334832389113868,1.8632416815071233,0.6615776676776624,0.05245704144628449,-0.05245704144628449,0.24669664778227737,0.3726483363014247,0.13231553353553246
107,SZ002046,0.7513590390032556,0.6242607714095426,-0.6242607714095426,1.7735585903320654,1.810965840163182,0.17227076452103005,0.12485215428190853,-0.12485215428190853,0.3547117180664131,0.36219316803263646,0.03445415290420601
